filing_hcp,filing_hcp_city,filing_hcp_county,filing_hcp_entity_type,filing_hcp_name,filing_hcp_state,filing_hcp_zip_code,first_year,last_year,line_rows,source_asset_id,source_url,retrieved_at,source_id,population_basis,confidence_tier,attribution_method,inclusion_basis,inclusion_basis_detail,inclusion_basis_terms_matched
10001,Cooperstown,Otsego,Not-For-Profit Hospital,Bassett Health Care - Cooperstown (Atwell Rd),NY,13326-1301,2016,2025,108,2kme-evqq,https://opendata.usac.org/resource/2kme-evqq,2026-09-02T15:48:25.435866+00:00,usac_open_data,FULL_UNIVERSE_ROSTER,,,NOT_INDIAN_COUNTRY_SCOPED_DENOMINATOR,"the FULL RHC provider universe, held so the Native subset has a denominator. MOST ROWS ARE NOT INDIAN COUNTRY. ADR-013's six bases do not cover a denominator table; this value is PROPOSED, not adopted - see docs/BIAMAPS_ACQUISITION_LOG_2026-09-02.md",
100111,Homer,Claiborne,Rural Health Clinic,Homer Memorial Medical Center - Claiborne Family Medical Clinic,LA,71040,2022,2026,7,2kme-evqq,https://opendata.usac.org/resource/2kme-evqq,2026-09-02T15:48:25.435866+00:00,usac_open_data,FULL_UNIVERSE_ROSTER,,,NOT_INDIAN_COUNTRY_SCOPED_DENOMINATOR,"the FULL RHC provider universe, held so the Native subset has a denominator. MOST ROWS ARE NOT INDIAN COUNTRY. ADR-013's six bases do not cover a denominator table; this value is PROPOSED, not adopted - see docs/BIAMAPS_ACQUISITION_LOG_2026-09-02.md",
100219,Heber Springs,Cleburne,Community Mental Health Center,Csi _ Heber Springs Clince,AR,72543,2021,2021,1,2kme-evqq,https://opendata.usac.org/resource/2kme-evqq,2026-09-02T15:48:25.435866+00:00,usac_open_data,FULL_UNIVERSE_ROSTER,,,NOT_INDIAN_COUNTRY_SCOPED_DENOMINATOR,"the FULL RHC provider universe, held so the Native subset has a denominator. MOST ROWS ARE NOT INDIAN COUNTRY. ADR-013's six bases do not cover a denominator table; this value is PROPOSED, not adopted - see docs/BIAMAPS_ACQUISITION_LOG_2026-09-02.md",
10024,Holbrook,Navajo,Community Mental Health Center,Changepoint Integrated Health - Holbrook,AZ,86025,2016,2022,9,2kme-evqq,https://opendata.usac.org/resource/2kme-evqq,2026-09-02T15:48:25.435866+00:00,usac_open_data,FULL_UNIVERSE_ROSTER,,,NOT_INDIAN_COUNTRY_SCOPED_DENOMINATOR,"the FULL RHC provider universe, held so the Native subset has a denominator. MOST ROWS ARE NOT INDIAN COUNTRY. ADR-013's six bases do not cover a denominator table; this value is PROPOSED, not adopted - see docs/BIAMAPS_ACQUISITION_LOG_2026-09-02.md",
10029,Page,Coconino,Community Mental Health Center,Encompass Health Services - Page,AZ,86040,2016,2020,6,2kme-evqq,https://opendata.usac.org/resource/2kme-evqq,2026-09-02T15:48:25.435866+00:00,usac_open_data,FULL_UNIVERSE_ROSTER,,,NOT_INDIAN_COUNTRY_SCOPED_DENOMINATOR,"the FULL RHC provider universe, held so the Native subset has a denominator. MOST ROWS ARE NOT INDIAN COUNTRY. ADR-013's six bases do not cover a denominator table; this value is PROPOSED, not adopted - see docs/BIAMAPS_ACQUISITION_LOG_2026-09-02.md",
10033,Clearfield,Clearfield,Not-For-Profit Hospital,Penn Highlands Clearfield,PA,16830,2026,2026,3,2kme-evqq,https://opendata.usac.org/resource/2kme-evqq,2026-09-02T15:48:25.435866+00:00,usac_open_data,FULL_UNIVERSE_ROSTER,,,NOT_INDIAN_COUNTRY_SCOPED_DENOMINATOR,"the FULL RHC provider universe, held so the Native subset has a denominator. MOST ROWS ARE NOT INDIAN COUNTRY. ADR-013's six bases do not cover a denominator table; this value is PROPOSED, not adopted - see docs/BIAMAPS_ACQUISITION_LOG_2026-09-02.md",
10043,Kenansville,Duplin,Not-For-Profit Hospital,Vidant Duplin Hospital,NC,28349,2025,2026,2,2kme-evqq,https://opendata.usac.org/resource/2kme-evqq,2026-09-02T15:48:25.435866+00:00,usac_open_data,FULL_UNIVERSE_ROSTER,,,NOT_INDIAN_COUNTRY_SCOPED_DENOMINATOR,"the FULL RHC provider universe, held so the Native subset has a denominator. MOST ROWS ARE NOT INDIAN COUNTRY. ADR-013's six bases do not cover a denominator table; this value is PROPOSED, not adopted - see docs/BIAMAPS_ACQUISITION_LOG_2026-09-02.md",
10049,Klawock,Prince Of Wales-Hyder,Rural Health Clinic,Searhc - Alicia Roberts Medical Center,AK,99925,2016,2024,3,2kme-evqq,https://opendata.usac.org/resource/2kme-evqq,2026-09-02T15:48:25.435866+00:00,usac_open_data,FULL_UNIVERSE_ROSTER,,,NOT_INDIAN_COUNTRY_SCOPED_DENOMINATOR,"the FULL RHC provider universe, held so the Native subset has a denominator. MOST ROWS ARE NOT INDIAN COUNTRY. ADR-013's six bases do not cover a denominator table; this value is PROPOSED, not adopted - see docs/BIAMAPS_ACQUISITION_LOG_2026-09-02.md",
10053,Hydaburg,Prince Of Wales-Hyder,Rural Health Clinic,Searhc - Hydaburg Health Center,AK,99922,2016,2024,4,2kme-evqq,https://opendata.usac.org/resource/2kme-evqq,2026-09-02T15:48:25.435866+00:00,usac_open_data,FULL_UNIVERSE_ROSTER,,,NOT_INDIAN_COUNTRY_SCOPED_DENOMINATOR,"the FULL RHC provider universe, held so the Native subset has a denominator. MOST ROWS ARE NOT INDIAN COUNTRY. ADR-013's six bases do not cover a denominator table; this value is PROPOSED, not adopted - see docs/BIAMAPS_ACQUISITION_LOG_2026-09-02.md",
10059,Hamburg,Fremont,Not-For-Profit Hospital,George C. Grape Community Hospital,IA,51640-5052,2016,2026,26,2kme-evqq,https://opendata.usac.org/resource/2kme-evqq,2026-09-02T15:48:25.435866+00:00,usac_open_data,FULL_UNIVERSE_ROSTER,,,NOT_INDIAN_COUNTRY_SCOPED_DENOMINATOR,"the FULL RHC provider universe, held so the Native subset has a denominator. MOST ROWS ARE NOT INDIAN COUNTRY. ADR-013's six bases do not cover a denominator table; this value is PROPOSED, not adopted - see docs/BIAMAPS_ACQUISITION_LOG_2026-09-02.md",
