vendor_name,vendor_cik,vendor_is_native_entity,vendor_native_entity_id,tribal_gaming_regulator,tribal_gaming_regulator_tribe_string,entity_id,entity_name,entity_match_method,entity_tier,license_type,license_number,application_date,approval_date,dates_in_quote,status,status_basis,property_inference,property_inference_basis,measurement_type,measurement_type_basis,confidence_tier,source_authority,source_document_type,form_type,filed_date,source_url,retrieved_at,verbatim_quote,built_date,cedar_uid
MOHEGAN TRIBAL GAMING AUTHORITY,0001005276,1,CE-0016X-GY,Mohegan Tribal Gaming Authority,Mohegan,CE-0016X-GY,Mohegan,exact,A,named in filing; type not stated in the quoted sentence,,,,"April 14, 2017",SELF_REFERENCE_NOT_A_VENDOR_RELATIONSHIP,the registrant IS this tribal entity; the filing names its own regulator,REFUSED,A licence held with a tribe's gaming regulator does not establish that the vendor's product is installed at any property. That needs a second source.,,"This row is a licensing relationship, not a financial measure. Where a supplier filing reports participation REVENUE that is the vendor's economics and is NOT MACHINE_PARTICIPATION_EXPENSE, which is the tribal operator's expense.",B,"U.S. Securities and Exchange Commission, EDGAR",sec_filing_['10-K'],['10-K'],2017-12-22,https://www.sec.gov/Archives/edgar/data/1005276/000100527617000017/a2017930ex1023.htm,2026-08-12,"EX-10.23 4 a2017930ex1023.htm EXHIBIT 10.23 Exhibit Exhibit 10.23 MEMBERSHIP INTEREST REDEMPTION AND WITHDRAWAL AGREEMENT This Membership Interest Redemption and Withdrawal Agreement (this “ Agreement ”), dated as of April 14, 2017 (the “ Effective Date ”), is entered into between Salishan Company, LLC, a Washington limited liability company (“ Salishan ”), Salishan-Mohegan, LLC, a Washington limited liability company (“ Company ”), solely for purposes of Sections 1.03 and 8.11 : the Mohegan Tribal Gaming Authority (“ MTGA ”) and, solely for purposes of Section 1.01(a)(iv), (v) and (vi) and (c)(iv) and (v), and Section 8.11 , David Barnett, an individual and, as applicable, as the sole manager of Salishan (“ David Barnett ”).",2026-08-12,CE-0016X-GY
MOHEGAN TRIBAL GAMING AUTHORITY,0001005276,1,CE-0016X-GY,Menominee Kenosha Gaming Authority,Menominee Kenosha,CE-00172-KB,Menominee,containment,B,named in filing; type not stated in the quoted sentence,,,,"October 21, 2004",TRIBAL_REGULATOR_NAMED,the filing NAMES this regulator; it does not state that the registrant holds its licence. A mention is not an authorisation.,REFUSED,A licence held with a tribe's gaming regulator does not establish that the vendor's product is installed at any property. That needs a second source.,,"This row is a licensing relationship, not a financial measure. Where a supplier filing reports participation REVENUE that is the vendor's economics and is NOT MACHINE_PARTICIPATION_EXPENSE, which is the tribal operator's expense.",B,"U.S. Securities and Exchange Commission, EDGAR",sec_filing_['10-K'],['10-K'],2004-12-22,https://www.sec.gov/Archives/edgar/data/1005276/000119312504217663/d10k.htm,2026-08-12,"Menominee Project On October 21, 2004, we entered into a management agreement with the Menominee Indian Tribe of Wisconsin, or the Menominee Tribe, and the Menominee Kenosha Gaming Authority.",2026-08-12,CE-00172-KB
MOHEGAN BASKETBALL CLUB LLC,0001262643,1,CE-0016X-GY,Mohegan Tribal Gaming Authority,Mohegan,CE-0016X-GY,Mohegan,exact,A,named in filing; type not stated in the quoted sentence,,,,"January 15, 2004",SELF_REFERENCE_NOT_A_VENDOR_RELATIONSHIP,the registrant IS this tribal entity; the filing names its own regulator,REFUSED,A licence held with a tribe's gaming regulator does not establish that the vendor's product is installed at any property. That needs a second source.,,"This row is a licensing relationship, not a financial measure. Where a supplier filing reports participation REVENUE that is the vendor's economics and is NOT MACHINE_PARTICIPATION_EXPENSE, which is the tribal operator's expense.",A,"U.S. Securities and Exchange Commission, EDGAR",sec_filing_['424B3'],['424B3'],2003-10-10,https://www.sec.gov/Archives/edgar/data/1262643/000119312503060411/d424b3.htm,2026-08-12,"333-109052 and 333-109052-01 PROSPECTUS $330,000,000 Mohegan Tribal Gaming Authority Offer To Exchange 6 3 / 8 % Senior Subordinated Notes due 2009, Which Have Been Registered Under the Securities Act, For Any And All Outstanding 6 3 / 8 % Senior Subordinated Notes due 2009 Interest Payable January 15 and July 15, Beginning on January 15, 2004 We are offering to exchange all of our unregistered outstanding 6 3 / 8 % senior subordinated notes due 2009, which we refer to as the outstanding notes, for 6 3 / 8 % senior subordinated notes due 2009 registered under the Securities Act, which we refer to as the exchange notes.",2026-08-12,CE-0016X-GY
"Mohegan Golf, LLC",0001598051,1,CE-0016X-GY,Cowlitz Tribal Gaming Authority,Cowlitz,CE-0013R-3H,Cowlitz,exact,A,named in filing; type not stated in the quoted sentence,,,,"December 4, 2015",TRIBAL_REGULATOR_NAMED,the filing NAMES this regulator; it does not state that the registrant holds its licence. A mention is not an authorisation.,REFUSED,A licence held with a tribe's gaming regulator does not establish that the vendor's product is installed at any property. That needs a second source.,,"This row is a licensing relationship, not a financial measure. Where a supplier filing reports participation REVENUE that is the vendor's economics and is NOT MACHINE_PARTICIPATION_EXPENSE, which is the tribal operator's expense.",B,"U.S. Securities and Exchange Commission, EDGAR",sec_filing_['424B3'],['424B3'],2016-02-09,https://www.sec.gov/Archives/edgar/data/1598051/000119312516455302/d128578d424b3.htm,2026-08-12,"On December 4, 2015, the Cowlitz Tribal Gaming Authority, or the CTGA, closed on its financing for the Cowlitz Project.",2026-08-12,CE-0013R-3H
MOHEGAN TRIBAL GAMING AUTHORITY,0001005276,1,CE-0016X-GY,Mohegan Tribal Gaming Authority,Mohegan,CE-0016X-GY,Mohegan,exact,A,named in filing; type not stated in the quoted sentence,,,,"July 15, 1995|September 29, 1995|March 3, 1999|March 3, 1999",SELF_REFERENCE_NOT_A_VENDOR_RELATIONSHIP,the registrant IS this tribal entity; the filing names its own regulator,REFUSED,A licence held with a tribe's gaming regulator does not establish that the vendor's product is installed at any property. That needs a second source.,,"This row is a licensing relationship, not a financial measure. Where a supplier filing reports participation REVENUE that is the vendor's economics and is NOT MACHINE_PARTICIPATION_EXPENSE, which is the tribal operator's expense.",B,"U.S. Securities and Exchange Commission, EDGAR",sec_filing_['10-K'],['10-K'],2001-07-23,https://www.sec.gov/Archives/edgar/data/1005276/000102140801503737/d10ka.txt,2026-08-12,"95-2 of the Tribe for Gaming on Tribal Lands, enacted on July 15, 1995* 4.1 Note Purchase Agreement dated September 29, 1995 between the Mohegan Tribal Gaming Authority and Sun International Hotels Limited* 4.2 Form of Junior Subordinated Notes due 2003 of the Mohegan Tribal Gaming Authority (contained in the Note Purchase Agreement as filed as Exhibit 4.1)* 4.3 Indenture dated March 3, 1999 among the Mohegan Tribal Gaming Authority, the Mohegan Tribe of Indians of Connecticut and First Union National Bank, as Trustee, relating to the 8 1/8% Senior Notes Due 2006 of the Mohegan Tribal Gaming Authority** 4.4 Form of Global 8 1/8% Senior Notes Due 2006 of the Mohegan Tribal Gaming Authority (contained in the Indenture filed as Exhibit 4.3)** 4.5 Senior Registration Rights Agreement dated March 3, 1999 among the Mohegan Tribal Gaming Authority, Salomon Smith Barney Inc., NationsBanc Montgomery Securities LLC, SG Cowen Securities Corporation, Bear, Stearns & Co.",2026-08-12,CE-0016X-GY
MOHEGAN TRIBAL GAMING AUTHORITY,0001005276,1,CE-0016X-GY,Menominee Kenosha Gaming Authority,Menominee Kenosha,CE-00172-KB,Menominee,containment,B,named in filing; type not stated in the quoted sentence,,,,"December 31, 2008|September 30, 2008|December 10, 2008",TRIBAL_REGULATOR_NAMED,the filing NAMES this regulator; it does not state that the registrant holds its licence. A mention is not an authorisation.,REFUSED,A licence held with a tribe's gaming regulator does not establish that the vendor's product is installed at any property. That needs a second source.,,"This row is a licensing relationship, not a financial measure. Where a supplier filing reports participation REVENUE that is the vendor's economics and is NOT MACHINE_PARTICIPATION_EXPENSE, which is the tribal operator's expense.",B,"U.S. Securities and Exchange Commission, EDGAR",sec_filing_['10-Q'],['10-Q'],2009-02-13,https://www.sec.gov/Archives/edgar/data/1005276/000119312509029436/d10q.htm,2026-08-12,"NOTE 3—FINANCING FACILITIES: Financing facilities consist of the following (in thousands): December 31, 2008 September 30, 2008 Bank Credit Facility $ 379,250 $ 300,000 2005 6 1 / 8 % Senior Notes 250,000 250,000 2001 8 3 / 8 % Senior Subordinated Notes 16,345 16,345 2002 8% Senior Subordinated Notes 250,000 250,000 2003 6 3 / 8 % Senior Subordinated Notes 330,000 330,000 2004 7 1 / 8 % Senior Subordinated Notes 225,000 225,000 2005 6 7 / 8 % Senior Subordinated Notes 150,000 150,000 WNBA Promissory Note 3,000 3,000 Line of Credit — 2,938 Salishan Credit Facility 22,250 21,000 Menominee Kenosha Gaming Authority Note Payable 600 600 Subtotal 1,626,445 1,548,883 Net deferred gain on derivative instruments sold 1,484 1,369 Total debt $ 1,627,929 $ 1,550,252 Bank Credit Facility On December 10, 2008, the Authority entered into a Third Amended and Restated Loan Agreement (the “Bank Credit Facility”) providing for up to $850.0 million of borrowing capacity from a syndicate of 23 financial institutions and commercial banks, with Bank of America, N.A., serving as Administrative Agent.",2026-08-12,CE-00172-KB
MOHEGAN TRIBAL GAMING AUTHORITY,0001005276,1,CE-0016X-GY,Mohegan Tribal Gaming Authority,Mohegan,CE-0016X-GY,Mohegan,exact,A,named in filing; type not stated in the quoted sentence,,,,"December 31, 2001|September 30, 2001",SELF_REFERENCE_NOT_A_VENDOR_RELATIONSHIP,the registrant IS this tribal entity; the filing names its own regulator,REFUSED,A licence held with a tribe's gaming regulator does not establish that the vendor's product is installed at any property. That needs a second source.,,"This row is a licensing relationship, not a financial measure. Where a supplier filing reports participation REVENUE that is the vendor's economics and is NOT MACHINE_PARTICIPATION_EXPENSE, which is the tribal operator's expense.",B,"U.S. Securities and Exchange Commission, EDGAR",sec_filing_['10-Q'],['10-Q'],2002-11-12,https://www.sec.gov/Archives/edgar/data/1005276/000102140802013715/d10qa.txt,2026-08-12,"1 Balance Sheets of Mohegan Tribal Gaming Authority as of December 31, 2001 (unaudited) and September 30, 2001.",2026-08-12,CE-0016X-GY
MOHEGAN TRIBAL GAMING AUTHORITY,0001005276,1,CE-0016X-GY,Mohegan Tribal Gaming Authority,Mohegan,CE-0016X-GY,Mohegan,exact,A,named in filing; type not stated in the quoted sentence,,,,"June 30, 2001|September 30, 2000",SELF_REFERENCE_NOT_A_VENDOR_RELATIONSHIP,the registrant IS this tribal entity; the filing names its own regulator,REFUSED,A licence held with a tribe's gaming regulator does not establish that the vendor's product is installed at any property. That needs a second source.,,"This row is a licensing relationship, not a financial measure. Where a supplier filing reports participation REVENUE that is the vendor's economics and is NOT MACHINE_PARTICIPATION_EXPENSE, which is the tribal operator's expense.",B,"U.S. Securities and Exchange Commission, EDGAR",sec_filing_['10-Q'],['10-Q'],2002-11-12,https://www.sec.gov/Archives/edgar/data/1005276/000092838502003555/d10qa.txt,2026-08-12,"2 Balance Sheets of Mohegan Tribal Gaming Authority as of June 30, 2001 (unaudited) and September 30, 2000.",2026-08-12,CE-0016X-GY
MOHEGAN TRIBAL GAMING AUTHORITY,0001005276,1,CE-0016X-GY,Menominee Kenosha Gaming Authority,Menominee Kenosha,CE-00172-KB,Menominee,containment,B,named in filing; type not stated in the quoted sentence,,,,"March 31, 2009|September 30, 2008",TRIBAL_REGULATOR_NAMED,the filing NAMES this regulator; it does not state that the registrant holds its licence. A mention is not an authorisation.,REFUSED,A licence held with a tribe's gaming regulator does not establish that the vendor's product is installed at any property. That needs a second source.,,"This row is a licensing relationship, not a financial measure. Where a supplier filing reports participation REVENUE that is the vendor's economics and is NOT MACHINE_PARTICIPATION_EXPENSE, which is the tribal operator's expense.",B,"U.S. Securities and Exchange Commission, EDGAR",sec_filing_['10-Q'],['10-Q'],2009-05-15,https://www.sec.gov/Archives/edgar/data/1005276/000119312509111749/d10q.htm,2026-08-12,"NOTE 3—FINANCING FACILITIES: Financing facilities consist of the following (in thousands): March 31, 2009 September 30, 2008 Bank Credit Facility $ 342,500 $ 300,000 2005 6 1 / 8 % Senior Notes 250,000 250,000 2001 8 3 / 8 % Senior Subordinated Notes 2,010 16,345 2002 8% Senior Subordinated Notes 250,000 250,000 2003 6 3 / 8 % Senior Subordinated Notes 330,000 330,000 2004 7 1 / 8 % Senior Subordinated Notes 225,000 225,000 2005 6 7 / 8 % Senior Subordinated Notes 150,000 150,000 WNBA Promissory Note 2,000 3,000 Line of Credit 14,369 2,938 Salishan Credit Facility 22,500 21,000 Menominee Kenosha Gaming Authority Note Payable 600 600 Subtotal 1,588,979 1,548,883 Net deferred gain on derivative instruments sold 1,574 1,369 Total debt $ 1,590,553 $ 1,550,252 Bank Credit Facility In December 2008, the Authority amended its bank credit facility pursuant to a Third Amended and Restated Loan Agreement (the “Bank Credit Facility”).",2026-08-12,CE-00172-KB
MOHEGAN TRIBAL GAMING AUTHORITY,0001005276,1,CE-0016X-GY,Anderson Chief Financial Officer Mohegan Tribal Gaming Authority,Anderson Chief Financial Officer Mohegan,CE-0016X-GY,Mohegan,containment,B,named in filing; type not stated in the quoted sentence,,,,"May 12, 2022",SELF_REFERENCE_NOT_A_VENDOR_RELATIONSHIP,the registrant IS this tribal entity; the filing names its own regulator,REFUSED,A licence held with a tribe's gaming regulator does not establish that the vendor's product is installed at any property. That needs a second source.,,"This row is a licensing relationship, not a financial measure. Where a supplier filing reports participation REVENUE that is the vendor's economics and is NOT MACHINE_PARTICIPATION_EXPENSE, which is the tribal operator's expense.",B,"U.S. Securities and Exchange Commission, EDGAR",sec_filing_['10-Q'],['10-Q'],2022-05-12,https://www.sec.gov/Archives/edgar/data/1005276/000100527622000024/a20220331ex322.htm,2026-08-12,"Anderson Chief Financial Officer Mohegan Tribal Gaming Authority May 12, 2022 A signed original of this written statement required by Section 906 has been provided to the Mohegan Tribal Gaming Authority and will be retained by the Mohegan Tribal Gaming Authority and furnished to the Securities and Exchange Commission or its staff upon request.",2026-08-12,CE-0016X-GY
